10;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1
11;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2
12;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.3
12;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.2
13;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.4
13;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.3
13;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.2;0.2
14;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.5
14;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.4
14;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.3;0.3
14;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.2;0.3
14;0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.2;0.2;0.2
15;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.6
15;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.5
15;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.3;0.4
15;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.2;0.4
15;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.3;0.3
15;0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.2;0.2;0.3
15;0.1;0.1;0.1;0.1;0.1;0.2;0.2;0.2;0.2;0.2
16;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.7
16;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.6
16;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.3;0.5
16;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.4;0.4
16;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.2;0.5
16;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.3;0.4
16;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.3;0.3;0.3
16;0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.2;0.2;0.4
16;0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.2;0.3;0.3
16;0.1;0.1;0.1;0.1;0.1;0.2;0.2;0.2;0.2;0.3
16;0.1;0.1;0.1;0.1;0.2;0.2;0.2;0.2;0.2;0.2
17;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.8
17;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.7
17;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.3;0.6
17;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.4;0.5
17;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.2;0.6
17;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.3;0.5
17;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.4;0.4
17;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.3;0.3;0.4
17;0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.2;0.2;0.5
17;0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.2;0.3;0.4
17;0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.3;0.3;0.3
17;0.1;0.1;0.1;0.1;0.1;0.2;0.2;0.2;0.2;0.4
17;0.1;0.1;0.1;0.1;0.1;0.2;0.2;0.2;0.3;0.3
17;0.1;0.1;0.1;0.1;0.2;0.2;0.2;0.2;0.2;0.3
17;0.1;0.1;0.1;0.2;0.2;0.2;0.2;0.2;0.2;0.2
18;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.9
18;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2;0.8
18;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.3;0.7
18;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.4;0.6
18;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.5;0.5
